(,,2.27,300,875,1482779035789,,)
(,,2.27,500,238,1482779036379,,)
(,,2.27,700,211,1482779038378,,)
(,,2.27,900,197,1482779040429,,)
(,,2.27,1100,169,1482779042355,,)
(,,2.27,1300,207,1482779044444,,)
(,,2.27,1200,178,1482779046383,,)
(,,2.27,1200,135,1482779048319,,)
(,,2.27,1200,128,1482779050303,,)
(,,2.27,1200,129,1482779052290,,)
(,,2.27,1200,110,1482779054276,,)
(,,2.27,1200,112,1482779056252,,)
(,,2.27,1200,101,1482779058229,,)
(,,2.27,1200,107,1482779060231,,)
(,,2.27,1200,118,1482779062262,,)
(,,2.27,1200,104,1482779064235,,)
(,,2.27,1200,112,1482779066250,,)
(,,2.27,1200,94,1482779068205,,)
(,,2.27,1200,101,1482779070207,,)
(,,2.27,1200,102,1482779072257,,)
(,,2.27,1200,85,1482779074204,,)
(,,2.27,1200,101,1482779076205,,)
(,,2.27,1200,98,1482779078186,,)
(,,2.27,1200,95,1482779080205,,)
(,,2.27,1200,91,1482779082201,,)
(,,2.27,1200,95,1482779084185,,)
(,,2.27,1200,96,1482779086211,,)
(,,2.27,1200,99,1482779088201,,)
(,,2.27,1200,107,1482779090197,,)
(,,2.27,1200,107,1482779092227,,)
(,,2.27,1200,90,1482779094177,,)
(,,2.27,1200,96,1482779096184,,)
(,,2.27,1200,90,1482779098180,,)
(,,2.27,1200,110,1482779100209,,)
(,,2.27,1200,86,1482779102205,,)
(,,2.27,1200,100,1482779104212,,)
(,,2.27,1200,88,1482779106176,,)
(,,2.27,1200,94,1482779108180,,)
(,,2.27,1200,97,1482779110221,,)
(,,2.27,1200,99,1482779112240,,)
(,,2.27,1200,89,1482779114192,,)
(,,2.27,1200,93,1482779116224,,)
(,,2.27,1200,89,1482779118215,,)
(,,2.27,1200,89,1482779120193,,)
(,,2.27,1200,92,1482779122225,,)
(,,2.27,1200,81,1482779124201,,)
(,,2.27,1200,84,1482779126202,,)
(,,2.27,1200,74,1482779128200,,)
(,,2.27,1200,89,1482779130253,,)
(,,2.27,1200,82,1482779132200,,)
