(2.208,30000,2725,1482579221000)
(2.201,30000,2359,1482579222000)
(2.193,30000,1974,1482579223000)
(2.201,30000,1641,1482579224000)
(2.215,15731,1060,1482579225000)
(2.188,15755,466,1482579226000)
(2.218,15777,369,1482579227000)
(2.189,15982,303,1482579228000)
(2.203,16172,315,1482579229000)
(2.188,16194,359,1482579230000)
