(2.205,50000,3054,1482580081000)
(2.196,50000,2945,1482580082000)
(2.204,50000,2713,1482580083000)
(2.195,50000,2625,1482580084000)
(2.208,25744,2349,1482580085000)
(2.194,25916,1982,1482580086000)
(2.205,25835,1635,1482580087000)
(2.197,25266,1150,1482580088000)
(2.208,25767,682,1482580089000)
(2.197,26060,718,1482580090000)
