(2.207,30000,2854,1482580134000)
(2.205,60000,2482,1482580135000)
(2.198,60000,2110,1482580136000)
(2.197,60000,1741,1482580137000)
(2.202,45726,1246,1482580138000)
(2.199,31589,628,1482580139000)
(2.205,31806,401,1482580140000)
(2.203,31929,323,1482580141000)
(2.199,32309,297,1482580142000)
(2.198,32768,385,1482580143000)
(2.197,32553,326,1482580144000)
