(,,2.39,110,1527,1484236018235,,)
(,,2.099,101,1527,1484236018235,,)
(,,2.347,95,1527,1484236018236,,)
(,,2.196,107,1527,1484236018236,,)
(,,2.207,4402,487,1484236020086,,)
(,,2.223,4473,487,1484236020086,,)
(,,2.171,4317,487,1484236020086,,)
(,,2.162,4324,488,1484236020086,,)
(,,2.2,22074,492,1484236022860,,)
(,,2.19,22266,492,1484236022860,,)
(,,2.201,22227,492,1484236022860,,)
(,,2.185,21754,492,1484236022860,,)
(,,2.211,29038,464,1484236024660,,)
(,,2.188,29145,464,1484236024660,,)
(,,2.194,29127,464,1484236024660,,)
(,,2.203,28560,464,1484236024660,,)
(,,2.217,22421,433,1484236026464,,)
(,,2.205,22378,433,1484236026464,,)
(,,2.187,22387,433,1484236026464,,)
(,,2.201,21996,433,1484236026464,,)
(,,2.201,22158,432,1484236028265,,)
(,,2.217,22383,433,1484236028266,,)
(,,2.197,22378,433,1484236028266,,)
(,,2.197,22176,433,1484236028266,,)
(,,2.209,22119,455,1484236030129,,)
(,,2.216,22371,455,1484236030129,,)
(,,2.193,22199,455,1484236030129,,)
(,,2.207,22185,455,1484236030129,,)
(,,2.206,22199,399,1484236031893,,)
(,,2.209,22235,399,1484236031893,,)
(,,2.209,22177,400,1484236031894,,)
(,,2.196,22068,400,1484236031894,,)
(,,2.208,22151,423,1484236033897,,)
(,,2.203,22268,423,1484236033897,,)
(,,2.208,22218,423,1484236033897,,)
(,,2.182,22195,423,1484236033897,,)
(,,2.21,22208,395,1484236035712,,)
(,,2.191,22214,395,1484236035712,,)
(,,2.194,22297,395,1484236035712,,)
(,,2.19,22177,395,1484236035712,,)
(,,2.193,22050,438,1484236037498,,)
(,,2.2,22196,438,1484236037498,,)
(,,2.205,22291,438,1484236037498,,)
(,,2.19,22192,438,1484236037498,,)
(,,2.191,10920,967,1484236038027,,)
(,,2.215,11130,967,1484236038027,,)
(,,2.219,11121,967,1484236038027,,)
(,,2.174,11124,967,1484236038027,,)
