(,,2.145,1067,1289,1484237088665,,)
(,,2.219,1048,1289,1484237088665,,)
(,,2.098,1130,1289,1484237088665,,)
(,,2.171,1042,1289,1484237088665,,)
(,,2.19,33580,517,1484237093848,,)
(,,2.206,33655,517,1484237093848,,)
(,,2.208,33717,517,1484237093848,,)
(,,2.204,33651,518,1484237093849,,)
(,,2.201,54954,571,1484237101099,,)
(,,2.192,55095,571,1484237101099,,)
(,,2.212,54924,571,1484237101099,,)
(,,2.196,55171,571,1484237101099,,)
(,,2.209,57173,462,1484237108610,,)
(,,2.198,57193,462,1484237108610,,)
(,,2.197,57324,462,1484237108610,,)
(,,2.187,57130,462,1484237108610,,)
(,,2.086,279,481,1484237109408,,)
(,,2.302,294,481,1484237109408,,)
(,,2.021,324,481,1484237109408,,)
(,,2.094,275,482,1484237109409,,)
(,,2.0,268,465,1484237110098,,)
(,,2.239,288,465,1484237110098,,)
(,,2.221,302,465,1484237110098,,)
(,,2.255,258,466,1484237110099,,)
(,,2.202,271,472,1484237110910,,)
(,,2.151,277,472,1484237110910,,)
(,,2.193,274,472,1484237110910,,)
(,,2.263,239,472,1484237110910,,)
(,,2.107,278,444,1484237111672,,)
(,,2.178,258,444,1484237111672,,)
(,,2.175,268,444,1484237111672,,)
(,,2.187,283,445,1484237111673,,)
(,,1.99,108,406,1484237112411,,)
(,,2.146,109,406,1484237112411,,)
(,,2.113,123,406,1484237112411,,)
(,,2.078,115,406,1484237112411,,)
(,,2.289,38,411,1484237113125,,)
(,,1.926,41,412,1484237113126,,)
(,,2.687,32,412,1484237113126,,)
(,,1.918,37,412,1484237113126,,)
(,,1.947,38,375,1484237113832,,)
(,,1.979,49,375,1484237113832,,)
(,,2.409,44,375,1484237113832,,)
(,,2.175,40,375,1484237113832,,)
(,,2.27,48,380,1484237114565,,)
(,,2.181,44,380,1484237114565,,)
(,,2.157,38,380,1484237114565,,)
(,,2.285,35,380,1484237114565,,)
(,,2.375,40,453,1484237115313,,)
(,,2.085,35,453,1484237115313,,)
(,,2.428,28,453,1484237115313,,)
(,,1.823,34,453,1484237115313,,)
(,,2.0,30,418,1484237116056,,)
(,,2.305,36,418,1484237116056,,)
(,,2.457,35,418,1484237116056,,)
(,,1.525,40,418,1484237116056,,)
(,,2.166,30,392,1484237116765,,)
