(2.208,30000,2803,1482523071000)
(2.201,30000,2584,1482523072000)
(2.193,30000,2191,1482523073000)
(2.201,30000,1756,1482523074000)
(2.215,15532,1099,1482523075000)
(2.191,15849,448,1482523076000)
(2.216,15979,407,1482523077000)
(2.189,15897,387,1482523078000)
(2.203,16129,336,1482523079000)
(2.188,16113,439,1482523080000)
(2.212,15816,285,1482523081000)
